Version,Entry.number,Entry.status,Device_Type.name,Device_Model.manufacturer_identifier,Device_Model.model_identifier,Device_Model.hardware_version.version,Device_Model.hardware_version.revision,Device_Model.model_identifier_concatenated_with_hardware_version,Device_Model.firmware_version,SMETS_CHTS Version.Version_number_and_effective_date,GBCS Version.version_number,Manufacturer_Image.hash
Version 2.051 Issued on 21-09-2022,365,Current,Communications Hub,106C,4331,0,AE,433100AE,2020CB22,CHTS V1.1,GBCS Version 2.0,0289A73737A049F2C39A681A2001AA7C914ED7CDBFDBCB36D9814821728BBAE2
Version 2.051 Issued on 21-09-2022,366,Current,Communications Hub,1072,5731,1,00,57310100,030A0007,CHTS V1.1,GBCS Version 2.1,7897B4B0B73C5D55AFFF6BB35FC7522C10CA61F45C44A9EA61CE50D30972373C
Version 2.051 Issued on 21-09-2022,367,Current,Communications Hub,1072,5731,1,01,57310101,030A0007,CHTS V1.1,GBCS Version 2.1,7897B4B0B73C5D55AFFF6BB35FC7522C10CA61F45C44A9EA61CE50D30972373C
Version 2.051 Issued on 21-09-2022,368,Current,Communications Hub,1072,5731,1,02,57310102,030A0007,CHTS V1.1,GBCS Version 2.1,7897B4B0B73C5D55AFFF6BB35FC7522C10CA61F45C44A9EA61CE50D30972373C
Version 2.051 Issued on 21-09-2022,369,Current,Pre-Payment Interface Device,1128,0003,1,02,00030102,804F0000,SMETS V2.0,GBCS Version 1.1,
Version 2.051 Issued on 21-09-2022,370,Current,Gas Smart Meter,1192,1111,11,11,11111111,01B200C0,SMETS V2.0,GBCS Version 1.1,5CA4F8AB7DB2ABED81965750D28F9217B7CB1BCA4FD584284F6E5EACE57E36C3
Version 2.051 Issued on 21-09-2022,371,Current,Gas Smart Meter,1192,1111,12,11,11111211,01B200C0,SMETS V2.0,GBCS Version 1.1,5CA4F8AB7DB2ABED81965750D28F9217B7CB1BCA4FD584284F6E5EACE57E36C3
Version 2.051 Issued on 21-09-2022,372,Current,Communications Hub,1072,5732,1,01,57320101,010D0002,CHTS V1.1,GBCS Version 2.1,EFF712D16CB8E461471A1E676CFFB2A1D0D7126B797D4170C8F095FD494F3D47
Version 2.051 Issued on 21-09-2022,373,Current,Single Element Electricity Metering Equipment,1028,D700,1,03,D7000103,049B0509,SMETS V4.2,GBCS Version 3.2,1BFC4B200124920F4319CFDA0AC6803A4E2CA375C3FD8745F4376DD38D94C15A
Version 2.051 Issued on 21-09-2022,374,Current,Single Element Electricity Metering Equipment,1028,D700,1,03,D7000103,05150509,SMETS V4.2,GBCS Version 3.2,4587EB7519DEA887308A15C17F8232D21D54AD7F5492DE5A2D52E968D4090A7E
Version 2.051 Issued on 21-09-2022,375,Current,Single Element Electricity Metering Equipment,1028,D700,1,05,D7000105,049B0509,SMETS V4.2,GBCS Version 3.2,1BFC4B200124920F4319CFDA0AC6803A4E2CA375C3FD8745F4376DD38D94C15A
Version 2.051 Issued on 21-09-2022,376,Current,Single Element Electricity Metering Equipment,1028,D700,1,05,D7000105,05150509,SMETS V4.2,GBCS Version 3.2,4587EB7519DEA887308A15C17F8232D21D54AD7F5492DE5A2D52E968D4090A7E
Version 2.051 Issued on 21-09-2022,377,Current,Communications Hub,1031,C7A1,2,01,C7A10201,C7A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,378,Current,Single Element Electricity Metering Equipment,1031,C0A1,1,02,C0A10102,C0A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,379,Current,Gas Smart Meter,1031,C4A1,5,01,C4A10501,C4A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,380,Current,Pre-Payment Interface Device,1031,C6A2,2,01,C6A20201,C6A20001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,381,Current,Communications Hub,106C,4332,0,CD,433200CD,20C0C760,CHTS V1.1,GBCS Version 2.0,DEDDD6384631F49CC68C93510C16665F5E118676F4061FC7496FA24F436AE9FE
Version 2.051 Issued on 21-09-2022,382,Current,Pre-Payment Interface Device,10E0,0002,0,02,00020002,00011200,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,383,Current,Communications Hub,118F,1101,10,11,11011011,0003030D,SMETS V1.2,GBCS Version 0.0,4351D40B04781E8277799527475621E815099DBC68ECE969238EC078A370D1D8
Version 2.051 Issued on 21-09-2022,384,Current,Single Element Electricity Metering Equipment,118F,0002,2,00,00020200,00030306,SMETS V1.2,GBCS Version 0.0,B61C5722EFB73CAF489F4A4513A30CB544A5CE35ABC0EB75A4E6336CB3FCB9A3
Version 2.051 Issued on 21-09-2022,385,Current,Gas Smart Meter,1015,09B3,NaN,00,09B31F00,2403062A,SMETS V1.2,GBCS Version 0.0,0874800CD9C2DE268B0CAE2F4BBC42A6B13D099DA39E853905F4760D22E2B3DE
Version 2.051 Issued on 21-09-2022,386,Current,Single Element Electricity Metering Equipment,118F,0000,3,01,00000301,00070602,SMETS V4.2,GBCS Version 3.2,51F3B57AC7384EE9FE4BC221AFDB5468EF1071479D650A61A2337A480CB41806
Version 2.051 Issued on 21-09-2022,387,Current,Single Element Electricity Metering Equipment,118F,0000,4,01,00000401,00070602,SMETS V4.2,GBCS Version 3.2,51F3B57AC7384EE9FE4BC221AFDB5468EF1071479D650A61A2337A480CB41806
Version 2.051 Issued on 21-09-2022,388,Current,Polyphase Electricity Metering Equipment,118F,0000,6,01,00000601,00070602,SMETS V4.2,GBCS Version 3.2,51F3B57AC7384EE9FE4BC221AFDB5468EF1071479D650A61A2337A480CB41806
Version 2.051 Issued on 21-09-2022,389,Current,Polyphase Electricity Metering Equipment,118F,0000,7,01,00000701,00070602,SMETS V4.2,GBCS Version 3.2,51F3B57AC7384EE9FE4BC221AFDB5468EF1071479D650A61A2337A480CB41806
Version 2.051 Issued on 21-09-2022,390,Current,Polyphase Electricity Metering Equipment,118F,0000,8,01,00000801,00070602,SMETS V4.2,GBCS Version 3.2,51F3B57AC7384EE9FE4BC221AFDB5468EF1071479D650A61A2337A480CB41806
Version 2.051 Issued on 21-09-2022,391,Current,Single Element Electricity Metering Equipment,118F,0000,2,07,00000207,00070602,SMETS V4.2,GBCS Version 3.2,51F3B57AC7384EE9FE4BC221AFDB5468EF1071479D650A61A2337A480CB41806
Version 2.051 Issued on 21-09-2022,392,Current,Single Element Electricity Metering Equipment,118F,0000,1,07,00000107,00070602,SMETS V4.2,GBCS Version 3.2,51F3B57AC7384EE9FE4BC221AFDB5468EF1071479D650A61A2337A480CB41806
Version 2.051 Issued on 21-09-2022,393,Current,Single Element Electricity Metering Equipment,118F,0000,1,00,00000100,00070602,SMETS V4.2,GBCS Version 3.2,51F3B57AC7384EE9FE4BC221AFDB5468EF1071479D650A61A2337A480CB41806
Version 2.051 Issued on 21-09-2022,394,Current,Pre-Payment Interface Device,1090,0003,1,00,00030100,10210900,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,395,Current,Pre-Payment Interface Device,1090,0003,1,00,00030100,10210949,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,396,Current,Gas Smart Meter,1057,0574,1,01,05740101,00005089,SMETS V1.2,GBCS Version 0.0,D5BB66E56FC6EAEB2207F3E43073D8CA3D5423D51031868C97A4EFBF37198D74
Version 2.051 Issued on 21-09-2022,397,Current,Gas Smart Meter,1015,09B3,NaN,00,09B31F00,22030629,SMETS V1.2,GBCS Version 0.0,E023F32D5C4E5C8C06C7945F1D46A2EAF4790948395487C2F161F984F654F468
Version 2.051 Issued on 21-09-2022,398,Current,Pre-Payment Interface Device,1090,0007,1,00,00070100,04070700,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,399,Current,Pre-Payment Interface Device,10E0,0003,5,00,00030500,00000404,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,400,Current,Pre-Payment Interface Device,10E0,0003,5,00,00030500,00000501,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,401,Current,Pre-Payment Interface Device,10E0,0001,1,00,00010100,00000007,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,402,Current,Pre-Payment Interface Device,10E0,0001,1,00,00010100,0000000B,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,403,Current,Pre-Payment Interface Device,10E0,0001,1,00,00010100,0000000E,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,404,Current,Pre-Payment Interface Device,10E0,0001,1,00,00010100,0000000F,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,405,Current,Pre-Payment Interface Device,10E0,0001,1,00,00010100,00010100,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,406,Current,Pre-Payment Interface Device,10E0,0001,1,00,00010100,00020300,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,407,Current,Pre-Payment Interface Device,10E0,0003,5,00,00030500,00020800,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,408,Current,Pre-Payment Interface Device,10E0,0003,5,00,00030500,00020A00,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,409,Current,Pre-Payment Interface Device,1128,0003,1,02,00030102,FF670000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,410,Current,Pre-Payment Interface Device,1128,0003,1,02,00030102,FF6F0000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,411,Current,Pre-Payment Interface Device,1128,0003,1,02,00030102,FF730000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,412,Current,Pre-Payment Interface Device,1128,0003,1,02,00030102,005B0000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,413,Current,Pre-Payment Interface Device,1128,0003,1,02,00030102,00870000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,414,Current,Pre-Payment Interface Device,1128,0003,1,02,00030102,00AF0000,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,415,Current,Communications Hub,1086,5531,4,00,55310400,0C230000,CHTS V1.1,GBCS Version 2.1,313CB286B1D872D9A70412BFADFEC55E788993B807CB3CEE211A745D3D325DBF
Version 2.051 Issued on 21-09-2022,416,Current,Communications Hub,1086,5532,4,00,55320400,0C230000,CHTS V1.1,GBCS Version 2.1,313CB286B1D872D9A70412BFADFEC55E788993B807CB3CEE211A745D3D325DBF
Version 2.051 Issued on 21-09-2022,417,Current,Communications Hub,1086,5534,4,00,55340400,0C230000,CHTS V1.1,GBCS Version 2.1,313CB286B1D872D9A70412BFADFEC55E788993B807CB3CEE211A745D3D325DBF
Version 2.051 Issued on 21-09-2022,418,Current,Pre-Payment Interface Device,1090,0008,1,00,00080100,05070100,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,419,Current,Single Element Electricity Metering Equipment,1125,3132,41,31,31324131,12099716,SMETS V2.0,GBCS Version 1.1,54DD179B44A2635C9C96A6D42DDCE5193C42D2B3907A56AEECE9C6EFB5D767D1
Version 2.051 Issued on 21-09-2022,420,Current,Single Element Electricity Metering Equipment,1125,3133,43,30,31334330,12099716,SMETS V2.0,GBCS Version 1.1,54DD179B44A2635C9C96A6D42DDCE5193C42D2B3907A56AEECE9C6EFB5D767D1
Version 2.051 Issued on 21-09-2022,421,Current,Pre-Payment Interface Device,10E0,000C,0,01,000C0001,00010302,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,422,Current,HAN Connected Auxiliary Load Control Switch,119A,0001,2,2A,0001022A,01000009,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,423,Current,Pre-Payment Interface Device,10E0,0003,5,00,00030500,00020500,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,424,Current,Pre-Payment Interface Device,10E0,0001,1,00,00010100,00000009,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,425,Current,Pre-Payment Interface Device,1090,0007,1,00,00070100,01170001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,426,Current,Pre-Payment Interface Device,1090,0007,1,00,00070100,04040001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,427,Current,Pre-Payment Interface Device,1090,0007,1,00,00070100,01140001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,428,Current,Communications Hub,1057,0110,0,07,01100007,2EDBF707,SMETS V1.2,GBCS Version 0.0,D30FF86EF17E1062765A3CE25A76A38C4D482087AB91714174235E9EA7A55694
Version 2.051 Issued on 21-09-2022,429,Current,Communications Hub,1057,0110,0,07,01100007,2EDBE507,SMETS V1.2,GBCS Version 0.0,FE6FD29BEC80CCC9B71797F24EC46F37C1D0B7B4FEED24CBF7F8F1A7948C2911
Version 2.051 Issued on 21-09-2022,430,Current,Pre-Payment Interface Device,10E0,0008,8,00,00080800,00030000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,431,Current,Pre-Payment Interface Device,10E0,000F,0,01,000F0001,00010000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,432,Current,Gas Smart Meter,106C,10F2,NaN,00,10F2A100,0309B610,SMETS V4.2,GBCS Version 3.2,D1AC82C46A70B63CF3F44C509F195BE9F40A7053586916F61341D98B13B25EEC
Version 2.051 Issued on 21-09-2022,433,Current,Single Element Electricity Metering Equipment,1057,0000,2,01,00000201,09024007,SMETS V4.2,GBCS Version 3.2,FA1BC995B0D7193915551F492CCF4F3464AF8A528AB54350EAD9934C8975A6B9
Version 2.051 Issued on 21-09-2022,434,Current,Gas Smart Meter,1028,C901,NaN,00,C901A500,0309B600,SMETS V4.2,GBCS Version 3.2,B7385BA14FBAEDD9C2672BA225F422D9393FD0957E38353EE7FAC5D85C4431DC
Version 2.051 Issued on 21-09-2022,435,Current,Single Element Electricity Metering Equipment,1063,0005,2,03,00050203,38040106,SMETS V4.2,GBCS Version 3.2,B7D118B7030CE67D9CE43816E39B8F784DB1182888513ACAB69B8126E4016B1E
Version 2.051 Issued on 21-09-2022,436,Current,Gas Smart Meter,1063,4782,1,01,47820101,15015131,SMETS V4.2,GBCS Version 3.2,9B7D515D0F0176FE1AAC211B1862E5E726502D4B65B081BEEDF903BBDFABBE65
Version 2.051 Issued on 21-09-2022,437,Current,Gas Smart Meter,1192,1111,11,11,11111111,01C000D0,SMETS V4.2,GBCS Version 3.2,20DA45A45AB55AFF3E063D8FA0AB81175C5F204A79A9A881C0B0FD9AA74A8573
Version 2.051 Issued on 21-09-2022,438,Current,Gas Smart Meter,1192,1111,12,11,11111211,01C000D0,SMETS V4.2,GBCS Version 3.2,20DA45A45AB55AFF3E063D8FA0AB81175C5F204A79A9A881C0B0FD9AA74A8573
Version 2.051 Issued on 21-09-2022,439,Current,Gas Smart Meter,123E,0000,3,00,00000300,04080605,SMETS V4.2,GBCS Version 3.2,9E3988AB52C3AC27C756F4B4C81FFEF9DDFC173EEB7C0C423B5C02D1D8B8B0EF
Version 2.051 Issued on 21-09-2022,440,Current,Gas Smart Meter,123E,0000,9,00,00000900,04080605,SMETS V4.2,GBCS Version 3.2,9E3988AB52C3AC27C756F4B4C81FFEF9DDFC173EEB7C0C423B5C02D1D8B8B0EF
Version 2.051 Issued on 21-09-2022,441,Current,Pre-Payment Interface Device,1031,C6A1,1,01,C6A10101,C6A10002,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,442,Current,Pre-Payment Interface Device,1031,C6A1,1,01,C6A10101,C6A10003,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,443,Current,Pre-Payment Interface Device,1031,C6A1,1,01,C6A10101,C6A10004,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,444,Current,Pre-Payment Interface Device,1031,C6A1,1,01,C6A10101,C6A10006,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,445,Current,Pre-Payment Interface Device,1031,C6A1,1,01,C6A10101,C6A10009,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,446,Current,Pre-Payment Interface Device,1031,C6A2,2,01,C6A20201,C6A20FFD,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,447,Current,Pre-Payment Interface Device,1031,C6A2,2,01,C6A20201,C6A20FFE,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,448,Current,Pre-Payment Interface Device,1031,C6A2,2,01,C6A20201,C6A20FFF,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,449,Current,Pre-Payment Interface Device,1031,C6A1,1,01,C6A10101,C6A1000B,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,450,Current,Pre-Payment Interface Device,1031,C6A3,3,01,C6A30301,C6A30003,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,451,Current,Communications Hub,1031,C7A1,1,01,C7A10101,C7A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,452,Current,Single Element Electricity Metering Equipment,1031,C0A1,1,01,C0A10101,C0A10001,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,453,Current,Communications Hub,1086,5431,22,52,54312252,0C240000,CHTS V1.1,GBCS Version 2.1,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,454,Current,Communications Hub,1086,5431,NaN,52,54311F52,0C240000,CHTS V1.1,GBCS Version 2.1,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,455,Current,Communications Hub,1086,5432,23,52,54322352,0C240000,CHTS V1.1,GBCS Version 2.1,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,456,Current,Communications Hub,1086,5432,20,52,54322052,0C240000,CHTS V1.1,GBCS Version 2.1,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,457,Current,Communications Hub,1086,5434,24,52,54342452,0C240000,CHTS V1.1,GBCS Version 2.1,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,458,Current,Communications Hub,1086,5434,21,52,54342152,0C240000,CHTS V1.1,GBCS Version 2.1,401D84FEF2AC2379AEBBE023FC5A80AB7706C30679D720FEB6AA39BF9E0C56AE
Version 2.051 Issued on 21-09-2022,459,Current,Pre-Payment Interface Device,10E0,000D,0,01,000D0001,00000300,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,460,Current,Communications Hub,118F,1101,10,11,11011011,0003030E,SMETS V1.2,GBCS Version 0.0,1DD5518D977E7706EE9BB37F1C3AFD184BC70BAE0F42052AD029ED53A9CB8FF4
Version 2.051 Issued on 21-09-2022,461,Current,Pre-Payment Interface Device,10E0,0009,1,00,00090100,00020100,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,462,Current,Polyphase Electricity Metering Equipment,106C,30E5,NaN,00,30E5A100,0320B710,SMETS V4.2,GBCS Version 3.2,D3B4B31B58E5B3F0754DC123C3F03A26908EFEA030F3ACE1043B1C15076EB243
Version 2.051 Issued on 21-09-2022,463,Current,Single Element Electricity Metering Equipment,1063,0005,2,03,00050203,38040200,SMETS V4.2,GBCS Version 3.2,E581AE218CFB22BEC8575960A6B7B3CF65EA2D4805499D6D7FB10FDE281F1D77
Version 2.051 Issued on 21-09-2022,464,Current,Single Element Electricity Metering Equipment,1063,0005,2,02,00050202,38040200,SMETS V4.2,GBCS Version 3.2,E581AE218CFB22BEC8575960A6B7B3CF65EA2D4805499D6D7FB10FDE281F1D77
Version 2.051 Issued on 21-09-2022,465,Current,Pre-Payment Interface Device,10E0,000E,0,01,000E0001,00020100,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,466,Current,Single Element Electricity Metering Equipment,1125,3132,41,31,31324131,15101217,SMETS V4.2,GBCS Version 3.2,C66AA99FC71323812CA95E8E64602B204651B10BB878ADEA9DB1AB8B4F4CCF21
Version 2.051 Issued on 21-09-2022,467,Current,Single Element Electricity Metering Equipment,1125,3133,43,30,31334330,15101217,SMETS V4.2,GBCS Version 3.2,C66AA99FC71323812CA95E8E64602B204651B10BB878ADEA9DB1AB8B4F4CCF21
Version 2.051 Issued on 21-09-2022,468,Current,Single Element Electricity Metering Equipment,1063,0003,2,01,00030201,24040200,SMETS V4.2,GBCS Version 3.2,11BB173E97E3191B3E0591010D9670D180D547F9D313ED490C04CCAB435EF41D
Version 2.051 Issued on 21-09-2022,469,Current,Single Element Electricity Metering Equipment,1063,0003,2,02,00030202,24040200,SMETS V4.2,GBCS Version 3.2,11BB173E97E3191B3E0591010D9670D180D547F9D313ED490C04CCAB435EF41D
Version 2.051 Issued on 21-09-2022,470,Current,Pre-Payment Interface Device,1090,0007,2,00,00070200,05080000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,471,Current,Gas Smart Meter,1057,0575,1,02,05750102,00020C05,SMETS V4.2,GBCS Version 3.2,6DA7A2D15F47CC966B132F9D1EC269D27B960411637ED1F30B0C57B928BA1A11
Version 2.051 Issued on 21-09-2022,472,Current,Single Element Electricity Metering Equipment,1057,0000,1,01,00000101,09014009,SMETS V4.2,GBCS Version 3.2,12D6E4D6F733366D132A6444294A5217AF8E6315CD8C33BD6E888C9D3137CA84
Version 2.051 Issued on 21-09-2022,473,Current,Single Element Electricity Metering Equipment,1057,0000,2,01,00000201,09024009,SMETS V4.2,GBCS Version 3.2,7DB352A5323342426BBB409647019558418DAD393B6C7DF486E13E98AA2C1BA6
Version 2.051 Issued on 21-09-2022,474,Current,Single Element Electricity Metering Equipment,1057,0000,1,01,00000101,0135F424,SMETS V4.2,GBCS Version 3.2,C20D776A9708746AA49961FDD9AAD96BDD01142C8BEBE411D2EC9BA1779595C7
Version 2.051 Issued on 21-09-2022,475,Current,Single Element Electricity Metering Equipment,1057,0000,2,01,00000201,0235F424,SMETS V4.2,GBCS Version 3.2,A7CC534E261134C16DB090BEC9CD0E197131300FF4E90D1F1981607BAF8A8DAF
Version 2.051 Issued on 21-09-2022,476,Current,Single Element Electricity Metering Equipment,1057,0000,1,01,00000101,09014007,SMETS V4.2,GBCS Version 3.2,C0BBC998AE8BE3A1ECFCE1F8B0E3AE12820324E956990020540F09F0D8E34726
Version 2.051 Issued on 21-09-2022,477,Current,Single Element Electricity Metering Equipment,1031,A0A1,1,3D,A0A1013D,06000000,SMETS V4.2,GBCS Version 3.2,B56C2F4E06A7C0F439F0DFB0B6BD15A85BC86F2B23DE2606070DB46446D8C62F
Version 2.051 Issued on 21-09-2022,478,Current,Gas Smart Meter,1031,B0A1,1,44,B0A10144,06000000,SMETS V4.2,GBCS Version 3.2,E4E8CD317CDAA03F277AA5EFC92F028D105CC855ED72081312ACE0693E0BB7B0
Version 2.051 Issued on 21-09-2022,479,Current,Pre-Payment Interface Device,1090,0007,1,00,00070100,05080000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,480,Current,Pre-Payment Interface Device,1128,0005,1,01,00050101,02000000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,481,Current,Communications Hub,106C,4332,0,CD,433200CD,20D0D3F6,CHTS V1.1,GBCS Version 2.1,D2EF0AAB0CA8CD06F1F1FBDB70F666F296A00C9FE0BB9E4908FD7F6F569D3A6F
Version 2.051 Issued on 21-09-2022,482,Current,Gas Smart Meter,1015,09B3,32,00,09B33200,13030A0A,SMETS V4.2,GBCS Version 3.2,62BCF46B8D4D6D375FCC41C5A811AA225F46005A5CEE1781C0D744480A62563F
Version 2.051 Issued on 21-09-2022,483,Current,Gas Smart Meter,1015,09B3,37,00,09B33700,13030A0A,SMETS V4.2,GBCS Version 3.2,62BCF46B8D4D6D375FCC41C5A811AA225F46005A5CEE1781C0D744480A62563F
Version 2.051 Issued on 21-09-2022,484,Current,Gas Smart Meter,1028,C901,NaN,00,C901A500,0309B620,SMETS V4.2,GBCS Version 3.2,81E44058326FBEF1DF2C1B87F3ECFF2ECD9F0632B29370090B0F5A23D15C3FC7
Version 2.051 Issued on 21-09-2022,485,Current,octopus.cs,10E0,000D,0,01,000D0001,00010000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,486,Current,Single Element Electricity Metering Equipment,1028,D700,1,03,D7000103,051A0509,SMETS V4.2,GBCS Version 3.2,B47DA9B5E46B77CFD1C07C2A2F8CFDEAE9A12A539EEA52D4EF9E3A98676D75EE
Version 2.051 Issued on 21-09-2022,487,Current,Single Element Electricity Metering Equipment,1028,D700,1,05,D7000105,051A0509,SMETS V4.2,GBCS Version 3.2,B47DA9B5E46B77CFD1C07C2A2F8CFDEAE9A12A539EEA52D4EF9E3A98676D75EE
Version 2.051 Issued on 21-09-2022,488,Current,Gas Smart Meter,123E,0001,6,00,00010600,01060605,SMETS V4.2,GBCS Version 3.2,56E7ADF70152FB1A90ABE3080FCB99A2DF557AEED70C812728E2FDA6876D5F4F
Version 2.051 Issued on 21-09-2022,489,Removed,Gas Smart Meter,123E,0001,6,00,00010600,01160605,SMETS V4.2,GBCS Version 3.2,F78E2B9062F7450F39B4F02727496C405A06E4C320C56EE59C1203C553C3F1AF
Version 2.051 Issued on 21-09-2022,490,Current,Gas Smart Meter,106C,10F3,NaN,00,10F3A100,0389B800,SMETS V4.2,GBCS Version 3.2,56AB84E35793CA9F9D889950F01B0F1D8F6ABA726647B76B8840F07235A8DF37
Version 2.051 Issued on 21-09-2022,491,Current,Gas Smart Meter,1057,0575,1,01,05750101,00020C07,SMETS V4.2,GBCS Version 3.2,8CD0BD39467587792A762E281D69EB827A3B95B149E5C38D91733067DCE519E8
Version 2.051 Issued on 21-09-2022,492,Current,Gas Smart Meter,1057,0575,1,02,05750102,00020C07,SMETS V4.2,GBCS Version 3.2,8CD0BD39467587792A762E281D69EB827A3B95B149E5C38D91733067DCE519E8
Version 2.051 Issued on 21-09-2022,493,Current,Pre-Payment Interface Device,10E0,0009,1,00,00090100,00020200,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,494,Current,Pre-Payment Interface Device,1090,000A,1,00,000A0100,06020000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,495,Current,Pre-Payment Interface Device,1128,0006,1,01,00060101,01000000,SMETS V4.2,GBCS Version 3.2,
Version 2.051 Issued on 21-09-2022,496,Current,Pre-Payment Interface Device,1090,0003,1,00,00030100,2001093D,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,497,Current,Single Element Electricity Metering Equipment,1063,0002,1,01,00020101,23070100,SMETS V1.2,GBCS Version 0.0,
Version 2.051 Issued on 21-09-2022,498,Current,Gas Smart Meter,1063,4771,0,01,47710001,03020168,SMETS V1.2,GBCS Version 0.0,248B5DB0834D6D0E674DDC59859F0A6D3FBC9BF04ACCE15618020703A7755D63
Version 2.051 Issued on 21-09-2022,499,Current,Communications Hub,10C7,0003,2,00,00030200,22080000,SMETS V1.2,GBCS Version 0.0,
